ORDER_ID,CUSTOMER_NAME,PRODUCT_NAME,PRODUCT_CATEGORY,ORDER_CITY,ORDER_STATE,ORDER_COUNTRY,SALES_CHANNEL,PAYMENT_METHOD,FEEDBACK,SALE_AMOUNT,DISCOUNT,ORDER_DATE,SHIPPING_DATE
ORD-2206,Lakshmi Chatterjee,Nike Air Max,Fashion,San Antonio,TX,USA,Retail,COD,***Outstanding***,1562.5,1.14,2025-11-11,2025-11-13
ORD-2207,Piyush Kamath,iPad Air,Electronics,Naperville,IL,USA,Marketplace,COD,Dissatisfied,870.68,10.62,2025-02-20,2025-02-25
ORD-2208,Piyush Shetty,Philips Air Fryer,Home & Kitchen,Colorado Springs,CO,USA,Wholesale,Debit Card,Dissatisfied,1454.58,0.04,2024-08-25,2024-08-28
ORD-2209,Vishal Gupta,JBL Speaker,Electronics,Memphis,MS,USA,Wholesale,Debit Card,**Good**,336.32,6.76,2026-01-17,2026-01-18
ORD-2210,   Kavya Mukherjee,Pigeon Mixer,Home & Kitchen,Richmond,NE,USA,Retail,Debit Card,Dissatisfied,906.74,9.46,2024-06-06,2024-06-12
ORD-2211,Geeta Bajaj,Sony TV,Electronics,Memphis,AZ,USA,Wholesale,Credit Card,Very Satisfied,203.46,14.74,2024-03-23,2024-03-28
ORD-2212,Harsh Bajaj,Dettol Sanitizer,Health & Personal Care,Memphis,NM,USA,Wholesale,Net Banking,***Outstanding***,1840.39,11.05,2025-03-29,2025-04-01
ORD-2213,Aman Dubey  ,Bose Headphones,Electronics,Richmond,MO,USA,Marketplace,UPI,Satisfied,278.54,6.5,2025-12-20,2025-12-27
ORD-2214,Preeti Menon,The Alchemist,Books,Richmond,TN,USA,Wholesale,COD,Dissatisfied,1038.25,10.9,2025-03-18,2025-03-22
ORD-2215,Reema Menon,Logitech MX Master 3,Electronics,Richmond,AZ,USA,Wholesale,Credit Card,Dissatisfied,490.34,2.47,2025-09-04,2025-09-10
ORD-2216,Anand Srivastava,The Lean Startup,Books,Springfield,NC,USA,Wholesale,Debit Card,****Very Satisfied****,2099.7,6.47,2025-01-19,2025-01-25
ORD-2217,   Divya Goyal,Realme Buds,Electronics,Portland,MA,USA,Wholesale,COD,***Outstanding***,1332.15,9.9,2025-01-06,2025-01-07
ORD-2218,Tushar Goyal,Fastrack Watch,Fashion,Richmond,MI,USA,Retail,Credit Card,--Average--,1570.43,6.53,2026-04-11,2026-04-14
ORD-2219,Pooja Bajaj,Levi Jeans,Fashion,Cleveland,OH,USA,Retail,Debit Card,Very Satisfied,1919.66,11.1,2025-03-21,2025-03-22
ORD-2220,Arjun Srivastava,Levi Jeans,Fashion,Springfield,IL,USA,Retail,UPI,****Very Satisfied****,1235.99,12.3,2024-02-16,2024-02-19
ORD-2221,Kiran Rao,Nivea Cream,Health & Personal Care,Richmond,NJ,USA,Marketplace,Net Banking,--Average--,2148.07,14.95,2026-01-26,2026-02-02
ORD-2222,Sonal Sethi,Dettol Sanitizer,Health & Personal Care,Springfield,KS,USA,Online,Net Banking,Very Satisfied,1957.18,6.31,2024-04-04,2024-04-05
ORD-2223,   Vivek Reddy,Nivea Cream,Health & Personal Care,Atlanta,GA,USA,Wholesale,Net Banking,Very Satisfied,462.12,5.82,2024-05-10,2024-05-11
ORD-2224,Aman Sethi,iPhone 13,Electronics,Richmond,AR,USA,Marketplace,Wallet,Neutral,219.4,12.58,2025-09-09,2025-09-12
ORD-2225,Simran Rao,Realme Buds,Electronics,Portland,NC,USA,Retail,Debit Card,Very Satisfied,1228.87,14.01,2026-02-15,2026-02-19
ORD-2226,   Rajesh Saxena,Clean Code,Books,Portland,MA,USA,Online,Debit Card,Dissatisfied,1998.89,10.15,2025-01-06,2025-01-10
ORD-2227,   Pallavi Bhatt,HP Laptop,Electronics,Savannah,GA,USA,Retail,Wallet,Very Satisfied,1812.98,5.02,2025-03-08,2025-03-10
ORD-2228,Yash Ghosh  ,Dumbbells Set,Sports & Fitness,Memphis,NV,USA,Marketplace,COD,Dissatisfied,2491.32,13.87,2025-04-27,2025-04-28
ORD-2229,Harsh Mukherjee,Yoga Mat,Sports & Fitness,Richmond,MO,USA,Retail,COD,Satisfied,2342.76,6.3,2025-03-04,2025-03-05
ORD-2230,Varun Kapoor,Yoga Mat,Sports & Fitness,Memphis,MA,USA,Online,Credit Card,Neutral,1125.5,12.07,2025-06-23,2025-06-28
ORD-2231,Lakshmi Rao,HP Laptop,Electronics,Springfield,MO,USA,Wholesale,Net Banking,Very Satisfied,157.28,8.25,2026-05-09,2026-05-12
ORD-2232,Sneha Kulkarni,JBL Speaker,Electronics,Springfield,MS,USA,Marketplace,Wallet,**Good**,875.02,19.16,2025-12-20,2025-12-23
ORD-2233,Yash Deshpande,Pigeon Mixer,Home & Kitchen,Memphis,HI,USA,Marketplace,Net Banking,**Good**,953.52,3.78,2024-10-17,2024-10-23
ORD-2234,Simran Nair,Havells Fan,Home & Kitchen,Richmond,NM,USA,Retail,Debit Card,****Very Satisfied****,1796.72,13.22,2026-01-08,2026-01-11
ORD-2235,   Ananya Singh,Himalaya Face Wash,Health & Personal Care,Springfield,MA,USA,Retail,Wallet,Dissatisfied,1588.84,16.97,2025-10-12,2025-10-13
ORD-2236,Pallavi Iyer,Nike Air Max,Fashion,Seattle,WA,USA,Marketplace,Net Banking,##Excellent##,1897.35,6.14,2024-04-03,2024-04-08
ORD-2237,Mohit Sen,HP Laptop,Electronics,Richmond,WI,USA,Marketplace,Credit Card,##Excellent##,1698.21,9.72,2024-02-10,2024-02-12
ORD-2238,Aarti Jain,Realme Buds,Electronics,Springfield,IA,USA,Wholesale,Wallet,**Good**,1866.42,3.28,2024-07-03,2024-07-08
ORD-2239,Anand Bajaj  ,Apple Watch,Electronics,Memphis,NE,USA,Wholesale,Debit Card,****Very Satisfied****,195.56,9.04,2026-04-01,2026-04-03
ORD-2240,Rohini Banerjee,MacBook Pro,Electronics,Memphis,NC,USA,Retail,COD,Satisfied,369.22,17.4,2026-02-14,2026-02-20
ORD-2241,Lakshmi Banerjee,Pigeon Mixer,Home & Kitchen,Memphis,MO,USA,Retail,Wallet,**Good**,1861.05,14.84,2024-05-20,2024-05-23
ORD-2242,Kriti Verma,Levi Jeans,Fashion,Memphis,MN,USA,Online,Wallet,--Average--,1923.44,15.0,2025-10-12,2025-10-19
ORD-2243,   Kiran Sharma,OnePlus 12,Electronics  ,Richmond,OR,USA,Wholesale,Debit Card,Neutral,1439.84,4.5,2024-06-08,2024-06-14
ORD-2244,Shubham Pandey,Nike Air Max,Fashion,San Diego,CA,USA,Retail,Wallet,Very Satisfied,292.84,11.29,2026-01-18,2026-01-19
ORD-2245,Nupur Kumar,Yoga Mat,Sports & Fitness,Richmond,MA,USA,Wholesale,Credit Card,**Good**,1090.05,0.43,2024-02-22,2024-02-26
ORD-2246,Tanvi Khanna,iPad Air,Electronics,Richmond,AZ,USA,Marketplace,Credit Card,**Good**,360.92,3.1,2026-01-28,2026-02-04
ORD-2247,Varun Gupta,iPad Air,Electronics,Memphis,IA,USA,Marketplace,Wallet,Very Satisfied,48.17,17.95,2026-05-22,2026-05-24
ORD-2248,Akash Kulkarni,MacBook Pro,Electronics,Portland,WI,USA,Marketplace,Debit Card,--Average--,244.97,11.08,2025-01-16,2025-01-18
ORD-2249,Sonal Chatterjee,Bose Headphones,Electronics,Columbus,OH,USA,Marketplace,Net Banking,****Very Satisfied****,33.33,6.52,2026-06-01,2026-06-07
ORD-2250,Lakshmi Singh,Badminton Racket,Sports & Fitness,Portland,OR,USA,Marketplace,Credit Card,**Good**,429.4,2.4,2024-12-23,2024-12-30
ORD-2251,   Tanu Chatterjee,Atomic Habits,Books,Portland,TN,USA,Online,Net Banking,Dissatisfied,1146.41,0.95,2025-08-27,2025-08-29
ORD-2252,Ritika Chandra,Himalaya Face Wash,Health & Personal Care  ,Portland,IN,USA,Wholesale,Net Banking,Dissatisfied,1653.3,5.21,2024-02-06,2024-02-08
ORD-2253,Isha Mishra,JBL Speaker,Electronics,Richmond,WI,USA,Marketplace,COD,Dissatisfied,114.2,8.01,2024-11-16,2024-11-22
ORD-2254,   Vivek Venkat,iPhone 13,Electronics,Richmond,UT,USA,Online,Debit Card,--Average--,146.25,9.24,2025-12-13,2025-12-17
ORD-2255,Akash Rao,Samsung Galaxy S21,Electronics,Miami,FL,USA,Wholesale,UPI,Dissatisfied,1925.94,14.86,2026-06-11,2026-06-15
ORD-2256,Manya Venkat,Pigeon Mixer,Home & Kitchen,Cleveland,OH,USA,Retail,Credit Card,***Outstanding***,1784.64,9.93,2025-07-23,2025-07-30
ORD-2257,   Sweta Ghosh,Puma Sneakers,Fashion,Richmond,IA,USA,Online,Debit Card,Neutral,18.74,8.76,2025-12-01,2025-12-07
ORD-2258,Meenakshi Naik,Philips Air Fryer,Home & Kitchen  ,Springfield,WI,USA,Retail,Debit Card,Satisfied,160.44,11.71,2024-05-05,2024-05-08
ORD-2259,Deepak Joshi,Clean Code,Books,Memphis,TN,USA,Wholesale,Credit Card,***Outstanding***,65.41,16.0,2025-12-27,2025-12-29
ORD-2260,Shubham Naik,Logitech MX Master 3,Electronics,Albany,NY,USA,Wholesale,Net Banking,Dissatisfied,2231.44,2.28,2024-02-24,2024-03-01
ORD-2261,   Ankita Bhat,Badminton Racket,Sports & Fitness,Columbus,OH,USA,Marketplace,Wallet,Very Satisfied,74.28,13.3,2024-03-20,2024-03-21
ORD-2262,Akash Joshi,Cricket Bat,Sports & Fitness,Portland,NM,USA,Marketplace,COD,Neutral,952.53,17.17,2025-05-05,2025-05-09
ORD-2263,Yash Chopra,Ray-Ban Aviator,Fashion,Richmond,AZ,USA,Online,Net Banking,Neutral,164.62,19.51,2025-04-12,2025-04-14
ORD-2264,Monali Deshpande,Zero to One,Books,Springfield,MO,USA,Online,Debit Card,Neutral,2311.18,12.39,2025-05-22,2025-05-26
ORD-2265,Shubham Joshi,Ray-Ban Aviator,Fashion  ,Memphis,AZ,USA,Marketplace,UPI,--Average--,2307.42,19.74,2025-01-14,2025-01-16
ORD-2266,Mohit Chandra,MacBook Pro,Electronics,Springfield,TN,USA,Retail,Wallet,**Good**,967.52,1.18,2024-02-11,2024-02-17
ORD-2267,   Neha Khanna,Allen Solly Shirt,Fashion,Memphis,MA,USA,Wholesale,Net Banking,--Average--,1169.83,7.96,2025-04-23,2025-04-29
ORD-2268,Mohit Mishra,Sapiens,Books,Portland,MN,USA,Wholesale,UPI,Satisfied,1164.88,0.97,2024-03-02,2024-03-04
ORD-2269,Suresh Deshpande,Puma Sneakers,Fashion,Richmond,NE,USA,Online,Net Banking,Very Satisfied,21.15,14.44,2024-12-30,2024-12-31
ORD-2270,   Shreya Deshpande,OnePlus 12,Electronics,Memphis,OK,USA,Retail,Wallet,****Very Satisfied****,2107.84,12.92,2026-05-13,2026-05-15
ORD-2271,Rajesh Hegde,Prestige Cooker,Home & Kitchen,Cleveland,OH,USA,Retail,UPI,Dissatisfied,1113.39,14.89,2024-12-08,2024-12-12
ORD-2272,Pranav Kapoor,Puma Sneakers,Fashion,Memphis,OK,USA,Marketplace,UPI,Very Satisfied,216.37,0.42,2024-03-16,2024-03-18
ORD-2273,   Pranav Kumar,Ray-Ban Aviator,Fashion,Portland,NC,USA,Wholesale,Debit Card,**Good**,916.25,9.99,2024-09-12,2024-09-14
ORD-2274,   Saurabh Bose,Samsung Galaxy S21,Electronics,Jacksonville,FL,USA,Wholesale,Wallet,Satisfied,758.55,8.59,2026-04-12,2026-04-18
ORD-2275,Ritika Hegde,Godrej Fridge,Home & Kitchen,Portland,MI,USA,Online,COD,Satisfied,1597.89,3.46,2025-04-27,2025-05-03
ORD-2276,Priya Bose,The Lean Startup,Books,Albany,NY,USA,Online,Debit Card,**Good**,2046.04,19.92,2025-09-21,2025-09-27
ORD-2277,Aarti Ghosh,Titan Raga,Fashion,Springfield,NC,USA,Retail,Debit Card,Neutral,243.53,11.49,2026-01-15,2026-01-22
ORD-2278,   Girish Joshi,OnePlus 12,Electronics,Memphis,HI,USA,Retail,Credit Card,Neutral,239.3,18.29,2025-05-23,2025-05-27
ORD-2279,Sneha Iyer,Logitech MX Master 3,Electronics,Springfield,NV,USA,Online,UPI,##Excellent##,1326.94,6.2,2024-09-23,2024-09-24
ORD-2280,Tanu Sharma,Cricket Bat,Sports & Fitness,Columbus,OH,USA,Wholesale,UPI,Neutral,2332.26,3.83,2024-07-15,2024-07-20
ORD-2281,Dhruv Tiwari  ,Logitech MX Master 3,Electronics,Richmond,NV,USA,Online,Debit Card,Neutral,402.68,5.32,2024-04-28,2024-05-03
ORD-2282,Pooja Roy,Cricket Bat,Sports & Fitness,New York,NY,USA,Retail,Debit Card,Neutral,323.22,2.7,2025-07-30,2025-08-01
ORD-2283,Rahul Tiwari,Badminton Racket,Sports & Fitness  ,Memphis,IN,USA,Wholesale,Wallet,Very Satisfied,1429.51,4.42,2025-05-16,2025-05-21
ORD-2284,Pranav Singh,Sapiens,Books,Memphis,AZ,USA,Retail,Debit Card,****Very Satisfied****,555.8,19.13,2024-12-15,2024-12-17
ORD-2285,Arjun Naik,Fastrack Watch,Fashion,Spokane,WA,USA,Online,Wallet,****Very Satisfied****,413.43,0.79,2026-02-14,2026-02-15
ORD-2286,Sonal Sethi,Realme Buds,Electronics,Portland,IA,USA,Online,COD,Satisfied,1680.43,18.43,2025-02-07,2025-02-10
ORD-2287,   Swati Saxena,MacBook Pro,Electronics,Augusta,GA,USA,Online,UPI,****Very Satisfied****,2178.39,14.44,2024-04-19,2024-04-24
ORD-2288,Kriti Hegde,Samsung Galaxy S21,Electronics,Augusta,GA,USA,Marketplace,COD,##Excellent##,1175.82,17.0,2024-01-10,2024-01-12
ORD-2289,Rajesh Agarwal,Bose Headphones,Electronics,San Jose,CA,USA,Retail,COD,Dissatisfied,1081.4,17.2,2025-10-22,2025-10-25
ORD-2290,Amit Gupta,Samsung Galaxy S21,Electronics,Tacoma,WA,USA,Online,COD,Very Satisfied,602.71,19.55,2024-11-09,2024-11-12
ORD-2291,Sneha Arora,Dell Monitor,Electronics,Colorado Springs,CO,USA,Online,Wallet,Very Satisfied,495.88,18.47,2026-02-20,2026-02-22
ORD-2292,Shreya Chandra,Sony TV,Electronics,Richmond,NC,USA,Wholesale,Debit Card,##Excellent##,1443.89,2.09,2024-04-13,2024-04-15
ORD-2293,Pooja Saxena,Cricket Bat,Sports & Fitness,Cincinnati,OH,USA,Retail,Wallet,***Outstanding***,771.72,9.43,2026-01-20,2026-01-22
ORD-2294,Komal Mishra  ,Zero to One,Books,Richmond,UT,USA,Marketplace,UPI,****Very Satisfied****,2140.48,3.7,2025-12-07,2025-12-08
ORD-2295,   Ashwin Bose,Zero to One,Books,Portland,MI,USA,Marketplace,UPI,***Outstanding***,2032.64,4.85,2025-07-07,2025-07-08
ORD-2296,Deepak Nair,Pigeon Mixer,Home & Kitchen,Memphis,OR,USA,Online,Credit Card,##Excellent##,250.07,8.05,2024-02-26,2024-02-27
ORD-2297,Tanvi Hegde,Yoga Mat,Sports & Fitness,Orlando,FL,USA,Retail,Wallet,--Average--,645.76,19.08,2024-02-02,2024-02-03
ORD-2298,Sneha Hegde,Realme Buds,Electronics,Richmond,CT,USA,Online,Credit Card,##Excellent##,1653.52,18.87,2026-04-25,2026-04-30
ORD-2299,Vishal Ghosh,Lenovo ThinkPad,Electronics,Memphis,OK,USA,Retail,Credit Card,Neutral,1750.31,12.43,2024-03-09,2024-03-12
ORD-2300,Disha Kamath,The Alchemist,Books  ,Richmond,AR,USA,Online,COD,##Excellent##,2020.66,11.56,2024-08-14,2024-08-20
ORD-2301,Vikas Sethi,Logitech MX Master 3,Electronics,Memphis,IA,USA,Online,COD,Dissatisfied,2023.87,2.32,2025-05-06,2025-05-10
ORD-2302,Geeta Nair,Bose Headphones,Electronics,Spokane,WA,USA,Online,Wallet,****Very Satisfied****,663.29,15.65,2024-02-28,2024-03-01
ORD-2303,Ananya Joshi,Nike Air Max,Fashion,Memphis,OK,USA,Online,Net Banking,****Very Satisfied****,2200.23,14.25,2025-04-13,2025-04-16
ORD-2304,Aarti Singh  ,JBL Speaker,Electronics,Springfield,NV,USA,Retail,Debit Card,Dissatisfied,2476.67,6.35,2025-10-20,2025-10-25
ORD-2305,Rohini Shetty,Badminton Racket,Sports & Fitness,Harrisburg,PA,USA,Wholesale,UPI,****Very Satisfied****,53.82,1.93,2025-06-01,2025-06-08
ORD-2306,Gaurav Ghosh,Pigeon Mixer,Home & Kitchen,Memphis,MS,USA,Marketplace,COD,Dissatisfied,760.15,3.92,2025-03-05,2025-03-11
ORD-2307,Kavya Jain,iPhone 13,Electronics,Memphis,NV,USA,Wholesale,Credit Card,Very Satisfied,475.5,13.0,2024-05-16,2024-05-19
ORD-2308,Ravi Malhotra,Havells Fan,Home & Kitchen,Memphis,IN,USA,Wholesale,Credit Card,##Excellent##,718.76,6.26,2025-11-22,2025-11-28
ORD-2309,Tanu Bajaj,JBL Speaker,Electronics,Columbus,OH,USA,Retail,COD,Dissatisfied,2446.63,8.55,2025-02-11,2025-02-15
ORD-2310,Suresh Bose,Logitech MX Master 3,Electronics,San Francisco,CA,USA,Marketplace,Wallet,****Very Satisfied****,1815.85,1.51,2025-04-13,2025-04-16
ORD-2311,Gaurav Ghosh,Sony TV,Electronics  ,Spokane,WA,USA,Wholesale,COD,****Very Satisfied****,662.79,14.83,2024-03-01,2024-03-08
ORD-2312,   Piyush Jain  ,Levi Jeans,Fashion,Portland,IA,USA,Online,Net Banking,Satisfied,1126.77,5.08,2024-10-23,2024-10-29
ORD-2313,   Pooja Mukherjee,Havells Fan,Home & Kitchen,Cleveland,OH,USA,Marketplace,Debit Card,##Excellent##,1223.58,5.73,2024-01-31,2024-02-07
ORD-2314,Ravi Yadav  ,Zara Jacket,Fashion,Naperville,IL,USA,Online,Debit Card,Neutral,1454.3,4.44,2025-05-26,2025-05-29
ORD-2315,Bhavna Joshi,Levi Jeans,Fashion,Springfield,HI,USA,Marketplace,Credit Card,Satisfied,1382.65,16.89,2024-07-12,2024-07-17
ORD-2316,   Aditya Khanna,Fastrack Watch,Fashion,Memphis,NE,USA,Retail,Wallet,##Excellent##,1037.99,4.67,2026-01-23,2026-01-29
ORD-2317,Aman Singh  ,HP Laptop,Electronics,Harrisburg,PA,USA,Online,COD,***Outstanding***,1118.69,17.39,2026-03-24,2026-03-27
ORD-2318,Saurabh Roy,iPhone 13,Electronics,Albany,NY,USA,Marketplace,COD,Dissatisfied,895.18,8.28,2024-06-28,2024-07-02
ORD-2319,   Piyush Banerjee,Cricket Bat,Sports & Fitness,Los Angeles,CA,USA,Online,Net Banking,##Excellent##,2365.9,13.05,2025-12-01,2025-12-06
ORD-2320,Siddharth Pillai,Cricket Bat,Sports & Fitness  ,Savannah,GA,USA,Online,COD,****Very Satisfied****,2341.68,12.33,2026-06-15,2026-06-16
ORD-2321,Preeti Rao,Realme Buds,Electronics,Buffalo,NY,USA,Wholesale,COD,***Outstanding***,598.06,0.1,2024-11-12,2024-11-16
ORD-2322,   Suresh Chauhan,Sony TV,Electronics,Spokane,WA,USA,Marketplace,Debit Card,##Excellent##,2443.01,13.15,2024-09-12,2024-09-15
ORD-2323,Aarti Rao,Nivea Cream,Health & Personal Care  ,Savannah,GA,USA,Wholesale,Debit Card,Dissatisfied,506.28,17.18,2025-02-01,2025-02-08
ORD-2324,Divya Bhatt,Yoga Mat,Sports & Fitness,Memphis,NJ,USA,Wholesale,Debit Card,**Good**,2188.88,3.59,2024-08-07,2024-08-14
ORD-2325,Harsh Goyal,Zara Jacket,Fashion,Portland,OK,USA,Retail,Net Banking,Neutral,1565.45,5.0,2025-09-15,2025-09-18
ORD-2326,Siddharth Chatterjee,Prestige Cooker,Home & Kitchen,Portland,OK,USA,Retail,Wallet,Neutral,133.76,4.66,2025-12-30,2026-01-04
ORD-2327,Aditya Srivastava,The Lean Startup,Books  ,Denver,CO,USA,Wholesale,Wallet,Dissatisfied,2346.32,10.63,2024-07-03,2024-07-08
ORD-2328,Rajesh Yadav,Himalaya Face Wash,Health & Personal Care,Memphis,OK,USA,Online,Wallet,**Good**,610.17,18.29,2025-09-15,2025-09-22
ORD-2329,   Siddharth Sen,Nivea Cream,Health & Personal Care,Spokane,WA,USA,Online,COD,Neutral,1137.96,3.57,2024-10-13,2024-10-16
ORD-2330,Preeti Patel,Fastrack Watch,Fashion,Denver,CO,USA,Marketplace,UPI,Satisfied,2357.11,7.0,2024-06-06,2024-06-08
ORD-2331,Gaurav Mukherjee,The Lean Startup,Books,Portland,OR,USA,Wholesale,Net Banking,****Very Satisfied****,832.87,16.73,2024-01-23,2024-01-30
ORD-2332,   Meera Gupta,iPad Air,Electronics,Spokane,WA,USA,Retail,UPI,Neutral,1208.68,10.36,2025-04-01,2025-04-04
ORD-2333,Divya Verma,Zero to One,Books,Cleveland,OH,USA,Online,Net Banking,##Excellent##,1061.11,9.62,2025-10-04,2025-10-07
ORD-2334,Pallavi Roy,Realme Buds,Electronics,San Antonio,TX,USA,Retail,Wallet,**Good**,1684.84,0.13,2025-11-29,2025-12-04
ORD-2335,Sakshi Mukherjee,Dumbbells Set,Sports & Fitness,Springfield,MS,USA,Online,UPI,**Good**,1465.18,14.97,2024-01-27,2024-02-03
ORD-2336,Tanvi Kamath,Zero to One,Books,Orlando,FL,USA,Wholesale,COD,***Outstanding***,768.26,13.66,2025-09-13,2025-09-18
ORD-2337,Gaurav Chandra,Badminton Racket,Sports & Fitness,Portland,NV,USA,Retail,Debit Card,***Outstanding***,2423.05,4.77,2024-02-10,2024-02-15
ORD-2338,Sneha Chatterjee,Prestige Cooker,Home & Kitchen,Springfield,MI,USA,Wholesale,UPI,Dissatisfied,69.22,0.3,2024-03-16,2024-03-18
ORD-2339,Pooja Gupta,Adidas Ultraboost,Fashion,Cleveland,OH,USA,Online,Net Banking,Satisfied,1151.8,0.7,2025-01-19,2025-01-20
ORD-2340,Ananya Khanna,Apple Watch,Electronics  ,Memphis,IN,USA,Retail,Credit Card,Neutral,70.51,12.9,2025-03-02,2025-03-08
ORD-2341,Sonal Gupta,Prestige Cooker,Home & Kitchen,Springfield,NM,USA,Marketplace,Wallet,****Very Satisfied****,1885.94,2.32,2025-12-11,2025-12-15
ORD-2342,Kriti Singh,LOreal Shampoo,Health & Personal Care,Springfield,WI,USA,Online,Wallet,Very Satisfied,2228.64,19.85,2024-08-25,2024-08-29
ORD-2343,Simran Roy,Ray-Ban Aviator,Fashion  ,Springfield,MN,USA,Wholesale,UPI,Satisfied,2262.87,16.96,2025-03-19,2025-03-24
ORD-2344,Nikhil Ghosh,Sony TV,Electronics,Memphis,OK,USA,Retail,COD,Satisfied,225.34,0.07,2026-02-27,2026-03-05
ORD-2345,   Nupur Nair,Lenovo ThinkPad,Electronics,Richmond,NE,USA,Marketplace,UPI,Satisfied,1482.92,12.93,2024-12-20,2024-12-22
ORD-2346,Megha Singh,Dell Monitor,Electronics,Portland,KS,USA,Retail,UPI,Very Satisfied,261.32,8.96,2025-12-08,2025-12-12
ORD-2347,Tarun Patel,Titan Raga,Fashion,San Francisco,CA,USA,Marketplace,Wallet,Satisfied,1514.21,15.48,2025-04-12,2025-04-14
ORD-2348,Manya Sen,Bose Headphones,Electronics  ,Memphis,MI,USA,Wholesale,Net Banking,**Good**,1301.13,5.88,2024-12-27,2025-01-03
ORD-2349,Arun Joshi,Zero to One,Books,Richmond,AR,USA,Retail,COD,--Average--,282.07,9.66,2024-08-09,2024-08-10
ORD-2350,Anand Khanna,Titan Raga,Fashion,Cleveland,OH,USA,Marketplace,Credit Card,****Very Satisfied****,1059.37,4.77,2026-03-09,2026-03-15
ORD-2351,Suresh Kamath,Badminton Racket,Sports & Fitness,Richmond,MA,USA,Marketplace,Wallet,Dissatisfied,362.0,14.16,2025-11-24,2025-11-28
ORD-2352,Isha Patel,Nivea Cream,Health & Personal Care,Portland,CT,USA,Retail,UPI,Dissatisfied,1112.89,4.15,2026-04-12,2026-04-13
ORD-2353,Simran Mukherjee,Dettol Sanitizer,Health & Personal Care,Richmond,UT,USA,Marketplace,Credit Card,Neutral,311.0,12.6,2024-04-13,2024-04-14
ORD-2354,Jyoti Verma,Titan Raga,Fashion,Portland,OR,USA,Wholesale,UPI,Dissatisfied,629.03,18.27,2026-05-19,2026-05-25
ORD-2355,Harsh Menon,Apple Watch,Electronics,Colorado Springs,CO,USA,Online,UPI,Dissatisfied,1946.63,8.56,2024-11-04,2024-11-06
ORD-2356,Vikram Pillai,Lenovo ThinkPad,Electronics,Portland,UT,USA,Online,Debit Card,##Excellent##,2140.16,3.27,2026-03-03,2026-03-09
ORD-2357,Simran Rao,Adidas Ultraboost,Fashion,Springfield,UT,USA,Retail,UPI,--Average--,413.78,13.85,2024-04-26,2024-04-28
ORD-2358,Ananya Venkat,Godrej Fridge,Home & Kitchen,Springfield,UT,USA,Online,UPI,--Average--,2401.51,8.46,2026-04-16,2026-04-22
ORD-2359,Arjun Saxena,Philips Air Fryer,Home & Kitchen,Springfield,MA,USA,Retail,Debit Card,**Good**,1203.92,18.23,2025-05-20,2025-05-24
ORD-2360,Akash Pillai,Lenovo ThinkPad,Electronics  ,Springfield,CT,USA,Marketplace,Credit Card,Satisfied,1222.86,4.5,2025-02-04,2025-02-11
ORD-2361,   Rohan Hegde,Ray-Ban Aviator,Fashion,Miami,FL,USA,Retail,Wallet,Dissatisfied,1280.74,2.19,2024-05-22,2024-05-26
ORD-2362,Tanu Deshpande,iPad Air,Electronics,Memphis,MI,USA,Retail,UPI,***Outstanding***,242.59,5.75,2026-06-09,2026-06-14
ORD-2363,Rohan Sen,Logitech MX Master 3,Electronics,Portland,HI,USA,Marketplace,Wallet,Neutral,1632.17,18.32,2026-02-04,2026-02-09
ORD-2364,Manya Chandra,Lenovo ThinkPad,Electronics,Portland,MI,USA,Online,COD,****Very Satisfied****,540.62,3.29,2026-06-25,2026-07-02
ORD-2365,Ankita Dubey,Yoga Mat,Sports & Fitness,Memphis,AZ,USA,Marketplace,Net Banking,**Good**,2016.62,19.49,2024-03-26,2024-03-30
ORD-2366,   Rohan Pillai,Havells Fan,Home & Kitchen,Richmond,NC,USA,Retail,COD,**Good**,23.99,6.82,2026-03-01,2026-03-03
ORD-2367,Aman Gupta,Prestige Cooker,Home & Kitchen,Boulder,CO,USA,Online,COD,**Good**,2024.86,11.92,2025-07-06,2025-07-09
ORD-2368,Pallavi Bhatt,Puma Sneakers,Fashion,Colorado Springs,CO,USA,Wholesale,UPI,Satisfied,707.88,14.49,2024-06-04,2024-06-09
ORD-2369,   Neha Nair,HP Laptop,Electronics,Portland,UT,USA,Wholesale,Wallet,--Average--,1682.01,19.01,2024-09-04,2024-09-07
ORD-2370,Manya Kapoor,Clean Code,Books,Los Angeles,CA,USA,Online,Wallet,--Average--,2089.66,11.81,2025-12-27,2026-01-03
ORD-2371,Anand Bose,The Lean Startup,Books,Portland,AR,USA,Online,Credit Card,Neutral,1542.28,13.04,2024-08-20,2024-08-24
ORD-2372,Ravi Naik,MacBook Pro,Electronics,San Francisco,CA,USA,Online,Credit Card,**Good**,1186.7,2.26,2024-08-17,2024-08-21
ORD-2373,Kriti Ghosh,The Lean Startup,Books,Miami,FL,USA,Marketplace,Net Banking,Satisfied,2196.12,14.55,2024-08-07,2024-08-09
ORD-2374,Pranav Goyal,Pigeon Mixer,Home & Kitchen,Springfield,OR,USA,Wholesale,Wallet,****Very Satisfied****,1932.6,13.86,2024-11-26,2024-11-28
ORD-2375,Disha Ghosh,Pigeon Mixer,Home & Kitchen,Richmond,UT,USA,Online,Net Banking,##Excellent##,1002.63,12.77,2025-03-15,2025-03-19
