EMP_ID,FIRST_NAME,LAST_NAME,DEPARTMENT,JOB_TITLE,SALARY,HIRE_DATE,MANAGER_ID,OFFICE_CITY,PERFORMANCE_RATING,IS_ACTIVE
2949,Piyush,Kumar,Product,Scrum Master,119565.43,2017-09-10,2754,Coimbatore,POOR,TRUE
2950,Sanjay,Bajaj,IT,Cloud Engineer,144889.3,2015-07-21,2832,Kolkata,GOOD,TRUE
2951,Raj,Dubey,HR,HR Manager,93368.07,2015-08-14,,Mumbai,AVERAGE,TRUE
2952,Rohan,Naik,Operations,Warehouse Manager,124088.54,2016-04-08,,Ahmedabad,POOR,TRUE
2953,Kiran,Bose,Analytics,Data Scientist,129945.69,2020-10-12,2811,Hyderabad,AVERAGE,FALSE
2954,Vikram,Chandra,Sales,Business Development Rep,79719.07,2019-07-28,2551,Vadodara,EXCEPTIONAL,TRUE
2955,Swati,Pillai,Sales,Sales Manager,272475.88,2016-08-04,,Bengaluru,EXCEPTIONAL,TRUE
2956,Tarun,Dubey,Engineering,Developer,115887.97,2017-09-10,2192,Delhi,POOR,FALSE
2957,Ashwin,Dubey,HR,HR Director,283441.31,2015-11-26,,Bhubaneswar,GOOD,TRUE
2958,Kavya,Kapoor,Finance,Finance Manager,288060.75,2024-05-30,,Patna,GOOD,TRUE
2959,Kiran,Chandra,Finance,CFO,88505.27,2017-07-21,2947,Visakhapatnam,AVERAGE,TRUE
2960,Sneha,Joshi,Sales,Sales Director,194115.38,2019-11-19,,Bhopal,AVERAGE,TRUE
2961,Ritika,Venkat,HR,People Ops Lead,245686.65,2020-01-02,,Mumbai,GOOD,TRUE
2962,Geeta,Sethi,HR,People Ops Lead,130879.16,2023-05-14,,Hyderabad,GOOD,TRUE
2963,Lakshmi,Das,Finance,Accounts Executive,114218.71,2016-12-18,2227,Pune,POOR,TRUE
2964,Kavya,Khanna,Finance,Accounts Executive,125190.95,2017-01-08,2250,Gurgaon,EXCEPTIONAL,TRUE
2965,Arjun,Agarwal,Product,Product Owner,41971.2,2022-06-01,2576,Patna,AVERAGE,TRUE
2966,Shreya,Bajaj,Analytics,BI Developer,110055.29,2017-10-06,2215,Lucknow,POOR,TRUE
2967,Ashwin,Kulkarni,Legal,Paralegal,62690.56,2024-06-29,2930,Kochi,AVERAGE,TRUE
2968,Reema,Shetty,Finance,Financial Planner,102147.94,2022-05-14,2799,Kochi,GOOD,TRUE
2969,Preeti,Bhat,Legal,Contract Specialist,73554.09,2017-05-15,2386,Gurgaon,AVERAGE,TRUE
2970,Tarun,Srivastava,HR,Recruiter,120403.49,2015-07-26,2239,Thiruvananthapuram,GOOD,TRUE
2971,Preeti,Verma,Engineering,Tech Lead,245567.68,2019-07-29,,Visakhapatnam,GOOD,TRUE
2972,Komal,Venkat,Analytics,BI Developer,109595.06,2025-01-05,2596,Raipur,EXCEPTIONAL,TRUE
2973,Ashwin,Agarwal,Legal,Legal Manager,267762.24,2024-08-02,,Ranchi,POOR,TRUE
2974,Arjun,Ghosh,Legal,Compliance Officer,107036.34,2016-12-05,2699,Bhubaneswar,AVERAGE,TRUE
2975,Kiran,Rao,Engineering,Senior Developer,123436.69,2022-02-17,2917,Dehradun,GOOD,TRUE
2976,Arun,Kamath,HR,HR Director,84234.06,2016-06-02,,Hyderabad,GOOD,TRUE
2977,Shubham,Shetty,Operations,Supply Chain Analyst,40197.26,2019-06-23,2450,Nagpur,AVERAGE,TRUE
2978,Varun,Venkat,Legal,Legal Counsel,45064.3,2018-10-21,2776,Noida,EXCEPTIONAL,TRUE
2979,Meenakshi,Joshi,Engineering,QA Engineer,88239.22,2018-03-01,2052,Raipur,EXCEPTIONAL,TRUE
2980,Nikhil,Bose,Legal,Legal Counsel,101899.64,2015-02-03,2796,Chandigarh,AVERAGE,TRUE
2981,Varun,Dubey,Legal,Compliance Officer,71149.97,2025-05-18,2796,Patna,AVERAGE,TRUE
2982,Saurabh,Chatterjee,Legal,Paralegal,63683.92,2017-08-20,2386,Noida,AVERAGE,TRUE
2983,Disha,Roy,Engineering,Senior Developer,127200.84,2017-01-11,2192,Delhi,AVERAGE,TRUE
2984,Shreya,Kulkarni,Finance,CFO,66769.22,2017-04-16,2039,Indore,AVERAGE,TRUE
2985,Girish,Arora,Operations,Warehouse Manager,108656.15,2017-06-18,,Visakhapatnam,AVERAGE,FALSE
2986,Suresh,Bajaj,Product,Product Owner,146945.63,2019-07-02,2184,Patna,EXCEPTIONAL,TRUE
2987,Piyush,Jain,Engineering,Developer,48714.06,2020-10-26,2527,Chennai,GOOD,TRUE
2988,Aditya,Goyal,Analytics,Data Scientist,120780.46,2019-11-01,2464,Mangaluru,GOOD,TRUE
2989,Meenakshi,Gupta,Product,Product Owner,86596.34,2019-11-19,2065,Pune,EXCEPTIONAL,TRUE
2990,Manya,Ghosh,Marketing,SEO Specialist,140485.04,2023-11-27,2274,Kochi,AVERAGE,TRUE
2991,Simran,Agarwal,Engineering,Tech Lead,118218.83,2024-04-19,,Raipur,AVERAGE,TRUE
2992,Aditya,Sen,Product,Product Manager,274579.08,2015-04-11,,Nagpur,GOOD,TRUE
2993,Kunal,Goyal,Product,Product Manager,132418.73,2018-01-01,,Raipur,AVERAGE,TRUE
2994,Sunita,Sen,Marketing,Content Lead,179172.76,2024-04-08,,Mumbai,POOR,TRUE
2995,Kriti,Hegde,Product,Product Owner,83247.32,2022-03-20,2037,Bengaluru,AVERAGE,TRUE
2996,Sunita,Joshi,Sales,Sales Director,214781.92,2025-04-03,,Ranchi,EXCEPTIONAL,TRUE
2997,Sweta,Gupta,Engineering,DevOps Engineer,126876.32,2023-07-14,2991,Delhi,EXCEPTIONAL,TRUE
2998,Simran,Reddy,Engineering,Senior Developer,76353.28,2025-02-03,2420,Bhopal,GOOD,TRUE
2999,Anand,Hegde,Product,UX Designer,30476.94,2016-07-05,2993,Hyderabad,EXCEPTIONAL,TRUE
3000,Preeti,Bhatt,Analytics,Senior Analyst,38138.01,2021-10-15,2811,Chandigarh,GOOD,TRUE
3001,Gaurav,Shetty,Operations,Supply Chain Analyst,49764.0,2017-06-29,2591,Surat,GOOD,TRUE
3002,Aarti,Nair,Legal,Legal Counsel,111242.05,2019-01-14,2263,Hyderabad,GOOD,TRUE
3003,Deepak,Kamath,Analytics,Data Analyst,109826.19,2021-01-18,2232,Bhopal,AVERAGE,TRUE
3004,Preeti,Gupta,Marketing,Brand Manager,151822.08,2022-01-24,,Goa,GOOD,TRUE
3005,Yash,Das,Sales,Account Manager,100760.52,2020-04-26,,Lucknow,AVERAGE,FALSE
3006,Girish,Nair,Finance,Finance Manager,252814.61,2021-07-20,,Bhubaneswar,GOOD,TRUE
3007,Aarti,Mehta,Engineering,Architect,120956.35,2025-04-14,2991,Nagpur,AVERAGE,TRUE
3008,Sonal,Pandey,Marketing,Digital Marketing Exec,117722.23,2024-08-06,2393,Dehradun,AVERAGE,TRUE
3009,Komal,Goyal,Analytics,BI Developer,146405.65,2018-01-31,2811,Indore,EXCEPTIONAL,TRUE
3010,Tanvi,Mishra,Operations,Ops Manager,275051.67,2018-02-26,,Surat,AVERAGE,TRUE
3011,Nisha,Pillai,Analytics,Senior Analyst,106419.58,2019-03-08,2811,Vadodara,POOR,TRUE
3012,Varun,Bose,Finance,Accounts Executive,45183.7,2016-03-06,2250,Bhubaneswar,AVERAGE,TRUE
3013,Vikram,Nair,Sales,Business Development Rep,148873.15,2025-02-02,2617,Nagpur,AVERAGE,TRUE
3014,Kunal,Yadav,Analytics,Analytics Manager,155705.52,2016-12-28,,Ahmedabad,GOOD,TRUE
3015,Mohit,Joshi,HR,People Ops Lead,299939.17,2020-06-04,,Hyderabad,GOOD,TRUE
3016,Sneha,Khanna,Finance,Accounts Executive,95344.46,2022-07-23,2141,Vadodara,AVERAGE,TRUE
3017,Kriti,Mishra,Engineering,Tech Lead,87129.25,2025-05-14,,Raipur,GOOD,TRUE
3018,Sunita,Khanna,Operations,Logistics Lead,239623.25,2017-07-26,,Surat,AVERAGE,TRUE
3019,Mohit,Kapoor,Analytics,Data Analyst,110996.54,2018-09-30,2521,Mangaluru,GOOD,TRUE
3020,Meenakshi,Bhatt,Engineering,Architect,70676.53,2022-09-04,2192,Mangaluru,GOOD,TRUE
3021,Akash,Gupta,Marketing,Marketing Manager,283593.32,2017-07-07,,Thiruvananthapuram,AVERAGE,TRUE
3022,Rohan,Das,Marketing,Marketing Manager,137093.28,2019-06-08,,Visakhapatnam,GOOD,TRUE
3023,Raj,Reddy,Legal,Legal Manager,210450.99,2021-03-25,,Coimbatore,AVERAGE,TRUE
3024,Shubham,Shetty,Marketing,SEO Specialist,51522.31,2021-10-20,2254,Hyderabad,GOOD,TRUE
3025,Ritika,Gupta,HR,Recruiter,82690.38,2022-10-02,2424,Kochi,AVERAGE,TRUE
3026,Rohini,Kulkarni,IT,Network Engineer,148502.64,2020-12-16,2458,Lucknow,AVERAGE,FALSE
3027,Sneha,Naik,Finance,Finance Manager,178751.45,2020-10-12,,Indore,GOOD,TRUE
3028,Disha,Yadav,Operations,Ops Executive,58194.3,2019-10-07,2607,Kolkata,GOOD,TRUE
3029,Tanvi,Bajaj,Engineering,Tech Lead,171921.68,2023-03-01,,Gurgaon,GOOD,TRUE
3030,Aarti,Goyal,Sales,Sales Executive,124210.37,2015-01-27,2418,Mumbai,EXCEPTIONAL,TRUE
3031,Arun,Shetty,Operations,Warehouse Manager,166573.48,2024-11-22,,Dehradun,GOOD,TRUE
3032,Swati,Yadav,Finance,Accounts Executive,37718.29,2024-11-03,2741,Chennai,GOOD,TRUE
3033,Arjun,Reddy,Marketing,Content Lead,288846.37,2019-06-23,,Kochi,GOOD,TRUE
3034,Ankita,Bhatt,Finance,Financial Planner,41966.45,2021-02-24,3027,Ranchi,AVERAGE,TRUE
3035,Siddharth,Kamath,Marketing,Content Lead,180743.63,2024-07-10,,Kochi,AVERAGE,TRUE
3036,Ankita,Das,Sales,Account Manager,176141.12,2016-10-07,,Chandigarh,AVERAGE,TRUE
3037,Neha,Kamath,Marketing,Marketing Manager,289957.47,2025-05-15,,Chennai,GOOD,TRUE
3038,Aarti,Nair,IT,System Admin,67834.12,2021-07-02,2517,Pune,EXCEPTIONAL,TRUE
3039,Sunita,Menon,Legal,Legal Manager,148787.68,2024-06-06,,Dehradun,GOOD,TRUE
3040,Pranav,Saxena,HR,Recruiter,145035.43,2021-05-10,2137,Coimbatore,AVERAGE,FALSE
3041,Sneha,Jain,Analytics,Analytics Manager,287507.21,2019-11-27,,Mysuru,GOOD,TRUE
3042,Jyoti,Banerjee,Marketing,SEO Specialist,82410.27,2017-04-13,2472,Ranchi,AVERAGE,TRUE
3043,Divya,Kulkarni,Sales,Business Development Rep,95873.65,2019-10-06,2560,Patna,GOOD,TRUE
3044,Pooja,Banerjee,Finance,Analyst,106083.51,2016-06-15,2141,Surat,POOR,TRUE
3045,Rahul,Mukherjee,Legal,Legal Manager,262505.08,2016-02-12,,Vadodara,AVERAGE,TRUE
3046,Rahul,Naik,Marketing,Marketing Manager,231311.86,2022-08-16,,Coimbatore,POOR,TRUE
3047,Amit,Mehta,Legal,Paralegal,109958.68,2022-09-10,2417,Kochi,GOOD,TRUE
3048,Shubham,Verma,Operations,Supply Chain Analyst,112789.74,2018-12-14,2513,Kochi,AVERAGE,TRUE
3049,Manish,Pandey,Marketing,SEO Specialist,53753.53,2024-01-25,2393,Noida,AVERAGE,TRUE
3050,Suresh,Mehta,Marketing,Content Lead,195132.36,2024-02-15,,Chandigarh,POOR,TRUE
3051,Manish,Chauhan,HR,HR Manager,246899.55,2020-05-05,,Dehradun,AVERAGE,TRUE
3052,Jyoti,Tiwari,Operations,Logistics Lead,216902.09,2019-01-23,,Surat,EXCEPTIONAL,TRUE
3053,Meenakshi,Menon,Finance,Accounts Executive,103168.32,2018-06-21,2846,Bengaluru,GOOD,TRUE
3054,Pranav,Chopra,Operations,Ops Manager,91734.85,2021-04-05,,Jaipur,AVERAGE,TRUE
3055,Manish,Rao,HR,Recruiter,54305.53,2019-06-20,2059,Jaipur,AVERAGE,TRUE
3056,Rohan,Arora,Operations,Supply Chain Analyst,126056.63,2019-10-27,2533,Raipur,EXCEPTIONAL,TRUE
3057,Sakshi,Khanna,Finance,Analyst,119371.28,2021-03-02,2650,Ranchi,GOOD,TRUE
3058,Megha,Srivastava,Engineering,Senior Developer,79803.35,2021-09-27,2052,Chennai,POOR,TRUE
3059,Pooja,Bajaj,Engineering,QA Engineer,73022.85,2015-06-06,2991,Delhi,EXCEPTIONAL,TRUE
3060,Ritika,Mishra,Legal,Paralegal,126074.19,2021-05-06,2417,Jaipur,GOOD,TRUE
3061,Abhishek,Nair,Operations,Supply Chain Analyst,88843.72,2017-01-19,2926,Pune,EXCEPTIONAL,TRUE
3062,Divya,Banerjee,IT,Cloud Engineer,88194.22,2024-01-23,2720,Raipur,GOOD,TRUE
3063,Vishal,Sen,Marketing,Brand Manager,182736.67,2023-12-07,,Bhubaneswar,AVERAGE,TRUE
3064,Girish,Chandra,Operations,Ops Manager,139297.29,2021-05-14,,Raipur,GOOD,TRUE
3065,Tanu,Reddy,Engineering,Architect,143667.1,2023-05-21,2527,Thiruvananthapuram,GOOD,TRUE
3066,Divya,Kumar,Sales,Sales Manager,106884.41,2024-06-24,,Kochi,GOOD,TRUE
3067,Vikas,Mukherjee,Sales,Business Development Rep,83699.63,2019-06-17,2111,Visakhapatnam,EXCEPTIONAL,TRUE
3068,Aman,Dubey,Legal,Compliance Officer,31867.17,2022-05-14,2652,Mumbai,POOR,TRUE
3069,Swati,Saxena,Analytics,Data Analyst,135365.27,2016-01-31,2464,Thiruvananthapuram,GOOD,TRUE
3070,Lakshmi,Saxena,Legal,Compliance Officer,42548.83,2018-04-26,2057,Delhi,AVERAGE,TRUE
3071,Manish,Chopra,Sales,Business Development Rep,117653.1,2022-02-07,2614,Goa,GOOD,TRUE
3072,Harsh,Mukherjee,Sales,Sales Executive,94408.48,2020-06-17,2758,Goa,GOOD,TRUE
3073,Priya,Goyal,IT,System Admin,45806.2,2020-08-24,2842,Noida,GOOD,TRUE
3074,Simran,Verma,IT,Cloud Engineer,67963.42,2018-06-30,2517,Jaipur,GOOD,TRUE
3075,Piyush,Hegde,Engineering,Senior Developer,50921.43,2024-01-14,2917,Noida,GOOD,TRUE
3076,Divya,Bhatt,Engineering,QA Engineer,149505.12,2018-05-30,2252,Bengaluru,GOOD,TRUE
3077,Ashwin,Goyal,IT,IT Manager,260155.74,2019-01-18,,Chennai,GOOD,TRUE
3078,Suresh,Das,Engineering,Tech Lead,157442.26,2020-03-02,,Mysuru,AVERAGE,TRUE
3079,Tanu,Malhotra,Analytics,BI Developer,92176.84,2017-04-25,3041,Mysuru,EXCEPTIONAL,FALSE
3080,Rahul,Roy,Analytics,Analytics Manager,260227.73,2023-12-11,,Hyderabad,AVERAGE,TRUE
3081,Komal,Chandra,Analytics,Senior Analyst,84591.92,2024-03-13,2058,Pune,GOOD,TRUE
3082,Sakshi,Srivastava,Engineering,Developer,110853.29,2024-05-12,2200,Noida,GOOD,TRUE
3083,Divya,Venkat,HR,Recruiter,124042.73,2015-01-19,2544,Coimbatore,GOOD,TRUE
3084,Pallavi,Ghosh,Analytics,Data Analyst,43690.51,2018-04-29,2683,Patna,GOOD,TRUE
3085,Lakshmi,Sen,Legal,Legal Manager,231817.54,2021-07-06,,Bengaluru,EXCEPTIONAL,TRUE
3086,Tarun,Verma,HR,HR Director,177967.85,2017-06-24,,Surat,AVERAGE,TRUE
3087,Vikas,Roy,Finance,Financial Planner,52655.92,2022-01-17,2141,Mangaluru,GOOD,TRUE
3088,Ravi,Sen,Analytics,Data Scientist,139814.64,2024-05-21,2350,Thiruvananthapuram,AVERAGE,TRUE
3089,Kunal,Hegde,Engineering,QA Engineer,39311.59,2021-07-12,2192,Delhi,AVERAGE,TRUE
3090,Komal,Srivastava,HR,HR Executive,147570.94,2022-02-15,2634,Goa,AVERAGE,TRUE
3091,Vikas,Sethi,Engineering,QA Engineer,54350.56,2019-05-23,2527,Lucknow,EXCEPTIONAL,TRUE
3092,Vivek,Ghosh,Legal,Paralegal,142269.58,2018-07-04,2796,Mysuru,AVERAGE,FALSE
3093,Pallavi,Jain,Operations,Ops Manager,113965.73,2019-12-21,,Goa,POOR,FALSE
3094,Arjun,Chandra,HR,Recruiter,129262.24,2025-03-20,2737,Chennai,AVERAGE,TRUE
3095,Vivek,Yadav,Analytics,Senior Analyst,143606.67,2022-08-13,2348,Noida,GOOD,TRUE
3096,Neha,Gupta,Finance,Analyst,43489.85,2020-03-18,2141,Chandigarh,GOOD,TRUE
3097,Tanvi,Malhotra,Product,Product Manager,150781.16,2020-05-18,,Patna,AVERAGE,TRUE
3098,Swati,Sen,Marketing,Brand Manager,110958.31,2021-12-27,,Noida,GOOD,TRUE
3099,Rohini,Chopra,Analytics,BI Developer,138870.61,2018-12-01,2596,Hyderabad,GOOD,TRUE
3100,Saurabh,Joshi,Product,Product Manager,218890.68,2025-02-10,,Lucknow,AVERAGE,TRUE
3101,Nupur,Joshi,HR,People Ops Lead,273441.06,2015-06-19,,Lucknow,AVERAGE,TRUE
3102,Aarti,Saxena,IT,Network Engineer,98002.5,2021-03-24,2164,Bhopal,GOOD,TRUE
3103,Rohini,Dubey,Operations,Ops Executive,140910.2,2024-03-09,2886,Bhopal,EXCEPTIONAL,TRUE
3104,Simran,Banerjee,Engineering,Senior Developer,111888.54,2018-01-04,2860,Patna,AVERAGE,TRUE
3105,Disha,Jain,Engineering,DevOps Engineer,57048.85,2020-10-26,2208,Dehradun,POOR,TRUE
3106,Tanu,Deshpande,Marketing,Brand Manager,133451.87,2024-08-13,,Bengaluru,GOOD,TRUE
3107,Ashwin,Kulkarni,IT,System Admin,63726.9,2021-10-19,2694,Ranchi,AVERAGE,TRUE
3108,Gaurav,Malhotra,Analytics,Senior Analyst,78720.95,2024-06-09,2215,Raipur,AVERAGE,TRUE
3109,Rohini,Sharma,Marketing,Brand Manager,120185.14,2017-01-05,,Bengaluru,GOOD,TRUE
3110,Amit,Rao,Analytics,Data Analyst,38906.5,2025-02-09,2596,Indore,EXCEPTIONAL,TRUE
3111,Vikas,Arora,Finance,Accounts Executive,133587.98,2023-05-10,2039,Visakhapatnam,AVERAGE,TRUE
3112,Nikhil,Joshi,Marketing,Marketing Manager,124320.02,2023-08-13,,Kochi,AVERAGE,TRUE
3113,Sakshi,Chopra,Engineering,Developer,50361.99,2018-09-10,2252,Lucknow,GOOD,TRUE
3114,Mohit,Singh,Finance,Finance Manager,83139.95,2022-10-05,,Chandigarh,GOOD,TRUE
3115,Pranav,Sharma,HR,HR Executive,128047.14,2018-10-13,2124,Kochi,GOOD,TRUE
3116,Naveen,Sethi,Analytics,Data Scientist,103919.41,2025-06-09,2521,Surat,GOOD,TRUE
3117,Pallavi,Saxena,Sales,Sales Director,82718.67,2016-01-13,,Jaipur,AVERAGE,TRUE
3118,Vishal,Roy,Product,Product Analyst,108978.31,2024-08-06,2413,Jaipur,AVERAGE,TRUE
3119,Kriti,Bose,Finance,Finance Manager,150187.63,2022-02-10,,Bhubaneswar,AVERAGE,TRUE
3120,Priya,Singh,Analytics,Senior Analyst,133643.19,2017-03-18,2232,Pune,AVERAGE,TRUE
3121,Rahul,Srivastava,HR,Recruiter,149937.36,2025-01-25,2112,Mangaluru,EXCEPTIONAL,TRUE
3122,Lakshmi,Singh,HR,HR Manager,234529.04,2020-06-25,,Vadodara,EXCEPTIONAL,TRUE
3123,Simran,Mishra,IT,Network Engineer,112678.91,2020-10-27,2878,Jaipur,AVERAGE,TRUE
3124,Akash,Srivastava,Analytics,Senior Analyst,144586.92,2017-01-13,3014,Visakhapatnam,AVERAGE,TRUE
3125,Pallavi,Rao,HR,HR Executive,46128.85,2016-07-30,2124,Vadodara,GOOD,TRUE
3126,Aditya,Chopra,Finance,Accounts Executive,134067.97,2016-11-01,2836,Raipur,GOOD,TRUE
3127,Divya,Roy,Engineering,QA Engineer,48439.39,2016-10-01,3017,Vadodara,GOOD,TRUE
3128,Vikram,Joshi,Engineering,Architect,122165.73,2021-07-26,2572,Thiruvananthapuram,GOOD,TRUE
3129,Vikas,Venkat,Product,UX Designer,125144.7,2024-04-17,2993,Kochi,POOR,TRUE
3130,Tushar,Joshi,Sales,Business Development Rep,105572.06,2018-05-31,2388,Surat,AVERAGE,TRUE
3131,Rohan,Yadav,HR,HR Director,244856.67,2022-10-25,,Lucknow,AVERAGE,TRUE
3132,Lakshmi,Kapoor,IT,IT Manager,159993.71,2022-06-30,,Raipur,GOOD,TRUE
3133,Shubham,Kulkarni,Analytics,Senior Analyst,79342.78,2016-08-19,3014,Delhi,GOOD,TRUE
3134,Yash,Kamath,Sales,Account Manager,227836.32,2018-04-02,,Visakhapatnam,GOOD,TRUE
3135,Tanu,Yadav,Engineering,DevOps Engineer,106312.24,2015-08-10,2917,Thiruvananthapuram,GOOD,TRUE
3136,Disha,Bhat,Marketing,SEO Specialist,38948.82,2021-11-10,2664,Bhubaneswar,GOOD,TRUE
3137,Gaurav,Srivastava,Engineering,Tech Lead,80818.04,2016-04-13,,Chandigarh,AVERAGE,TRUE
3138,Arjun,Mehta,Engineering,DevOps Engineer,53707.03,2015-08-14,2022,Thiruvananthapuram,EXCEPTIONAL,TRUE
3139,Nisha,Agarwal,Product,Product Analyst,132507.37,2023-10-04,2392,Delhi,AVERAGE,FALSE
3140,Vishal,Khanna,Analytics,BI Developer,86775.68,2024-03-17,2810,Goa,GOOD,TRUE
3141,Shubham,Kamath,Marketing,Digital Marketing Exec,147854.82,2020-06-08,2251,Chandigarh,EXCEPTIONAL,TRUE
3142,Sonal,Venkat,Operations,Logistics Lead,87873.99,2018-11-17,,Nagpur,EXCEPTIONAL,TRUE
3143,Priya,Chauhan,Finance,CFO,133715.94,2017-09-13,2650,Goa,GOOD,TRUE
3144,Swati,Pillai,Marketing,Brand Manager,193860.38,2021-08-14,,Bhopal,GOOD,TRUE
3145,Meenakshi,Rao,Analytics,BI Developer,87618.33,2015-11-15,2596,Nagpur,AVERAGE,TRUE
3146,Rahul,Khanna,Sales,Business Development Rep,123610.87,2024-03-18,2466,Vadodara,EXCEPTIONAL,TRUE
3147,Girish,Srivastava,Marketing,Digital Marketing Exec,112339.38,2017-04-12,2125,Coimbatore,GOOD,FALSE
3148,Arjun,Verma,IT,System Admin,45805.84,2019-02-11,2720,Chennai,GOOD,TRUE
3149,Akash,Deshpande,Product,Product Owner,48375.37,2021-05-07,2311,Ranchi,AVERAGE,TRUE
3150,Pallavi,Venkat,Finance,Financial Planner,42393.2,2017-02-02,2650,Coimbatore,GOOD,TRUE
3151,Deepak,Sharma,Finance,Analyst,38539.46,2019-10-29,3006,Gurgaon,GOOD,TRUE
3152,Tarun,Jain,Finance,Analyst,51693.13,2024-05-15,2650,Mysuru,AVERAGE,TRUE
3153,Aditya,Bhat,Product,Product Owner,121335.44,2020-09-18,2576,Thiruvananthapuram,AVERAGE,TRUE
3154,Isha,Dubey,Finance,CFO,46879.86,2021-12-09,2250,Surat,GOOD,TRUE
3155,Lakshmi,Reddy,Engineering,DevOps Engineer,65418.02,2025-05-16,3137,Chandigarh,GOOD,TRUE
3156,Tushar,Deshpande,Finance,Analyst,136220.61,2016-11-30,2650,Bengaluru,GOOD,TRUE
3157,Sunita,Chopra,Operations,Warehouse Manager,273426.74,2023-08-04,,Visakhapatnam,GOOD,FALSE
3158,Vikas,Roy,Product,UX Designer,97142.48,2022-08-11,2905,Kolkata,POOR,TRUE
3159,Nikhil,Sharma,Finance,Analyst,125166.37,2015-01-07,2799,Delhi,AVERAGE,TRUE
3160,Priya,Das,Analytics,BI Developer,133760.32,2020-04-20,3080,Visakhapatnam,GOOD,TRUE
3161,Rohan,Mukherjee,Legal,Paralegal,95048.96,2018-09-15,2652,Chandigarh,POOR,TRUE
3162,Anjali,Kapoor,Operations,Ops Manager,97735.68,2015-03-15,,Gurgaon,AVERAGE,TRUE
3163,Geeta,Bajaj,Sales,Business Development Rep,77681.31,2018-07-16,2620,Surat,GOOD,TRUE
3164,Shreya,Kulkarni,IT,IT Support,98242.58,2023-03-20,2908,Pune,AVERAGE,TRUE
3165,Meera,Shetty,Sales,Sales Executive,132869.52,2019-03-13,2936,Dehradun,AVERAGE,TRUE
3166,Arun,Ghosh,IT,IT Manager,173055.47,2016-08-23,,Vadodara,GOOD,TRUE
3167,Komal,Agarwal,Finance,Analyst,41645.45,2025-06-12,2958,Mangaluru,GOOD,TRUE
3168,Aman,Reddy,Engineering,QA Engineer,144984.61,2016-11-06,2420,Surat,GOOD,TRUE
3169,Kunal,Jain,Legal,Contract Specialist,110163.76,2022-11-03,2699,Indore,GOOD,TRUE
3170,Manish,Das,Marketing,Marketing Manager,266704.25,2021-07-04,,Ranchi,AVERAGE,TRUE
3171,Amit,Pandey,Analytics,Senior Analyst,86742.98,2022-05-14,2232,Pune,POOR,TRUE
3172,Bhavna,Rao,Marketing,Content Lead,267535.87,2020-05-06,,Jaipur,GOOD,TRUE
3173,Naveen,Hegde,Analytics,Data Scientist,146500.69,2022-03-26,2596,Gurgaon,POOR,TRUE
3174,Rajesh,Mukherjee,HR,Recruiter,116129.19,2018-06-03,2342,Mysuru,AVERAGE,TRUE
3175,Divya,Chandra,Product,Product Analyst,112552.65,2020-03-28,2754,Vadodara,GOOD,TRUE
3176,Ankita,Nair,Product,UX Designer,45112.51,2022-04-30,2992,Patna,AVERAGE,TRUE
3177,Reema,Saxena,Marketing,Marketing Manager,140216.23,2018-09-07,,Coimbatore,GOOD,TRUE
3178,Rohan,Srivastava,Sales,Account Manager,93574.46,2016-12-07,,Raipur,GOOD,TRUE
3179,Vikram,Das,Legal,Contract Specialist,31935.44,2023-10-21,3045,Vadodara,GOOD,TRUE
3180,Aditya,Rao,HR,HR Manager,255349.35,2020-06-09,,Hyderabad,AVERAGE,TRUE
3181,Suresh,Chauhan,Product,Scrum Master,38855.25,2020-04-28,2311,Jaipur,GOOD,TRUE
3182,Geeta,Joshi,Finance,CFO,94854.93,2023-06-02,2650,Visakhapatnam,GOOD,TRUE
3183,Girish,Patel,IT,IT Manager,270151.48,2023-11-29,,Nagpur,AVERAGE,TRUE
3184,Sunita,Iyer,HR,People Ops Lead,213345.21,2016-09-10,,Chandigarh,GOOD,TRUE
3185,Girish,Bajaj,Analytics,Data Analyst,43698.82,2023-08-18,2232,Pune,AVERAGE,TRUE
3186,Disha,Mukherjee,Sales,Sales Manager,132296.43,2022-12-13,,Visakhapatnam,POOR,TRUE
3187,Sonal,Chandra,Sales,Sales Manager,204398.49,2021-07-14,,Patna,GOOD,TRUE
3188,Nikhil,Shetty,Analytics,Senior Analyst,62365.36,2024-09-24,2215,Vadodara,GOOD,TRUE
3189,Arun,Banerjee,Product,Product Owner,117391.0,2016-05-13,2347,Chandigarh,GOOD,TRUE
3190,Rohini,Iyer,Sales,Sales Manager,204537.67,2021-06-18,,Vadodara,EXCEPTIONAL,TRUE
3191,Pranav,Bajaj,Engineering,DevOps Engineer,123532.95,2016-03-13,2860,Lucknow,EXCEPTIONAL,TRUE
3192,Preeti,Nair,Finance,Analyst,106113.85,2016-02-14,2325,Coimbatore,GOOD,TRUE
3193,Sweta,Sharma,HR,Recruiter,113366.21,2025-05-14,2410,Ranchi,AVERAGE,FALSE
3194,Nupur,Saxena,Operations,Ops Manager,173007.2,2024-07-12,,Goa,GOOD,TRUE
3195,Sweta,Ghosh,Legal,Compliance Officer,124352.51,2018-07-01,2417,Mumbai,AVERAGE,TRUE
3196,Rohini,Bhatt,Operations,Warehouse Manager,146906.06,2020-08-02,,Bhopal,GOOD,TRUE
3197,Sakshi,Kumar,Sales,Account Manager,283065.98,2019-01-04,,Patna,AVERAGE,TRUE
