CUSTOMER_ID,FIRST_NAME,LAST_NAME,EMAIL,PHONE,CITY,STATE,COUNTRY,SIGNUP_DATE,IS_ACTIVE,CUSTOMER_TIER,ANNUAL_REVENUE,CREATED_AT
1551,Simran,Ghosh,simran.ghosh551@email.com,9898597172,Indore,Madhya Pradesh,India,2020-03-17,FALSE,GOLD,1305834.07,2020-03-17
1552,Anjali,Agarwal,anjali.agarwal552@email.com,9852339783,Kochi,Kerala,India,2024-12-17,FALSE,BRONZE,290203.45,2024-12-17
1553,Disha,Goyal,,9881056927,Bhopal,Madhya Pradesh,India,2022-09-28,TRUE,GOLD,56377.01,2022-09-28
1554,Pallavi,Saxena,pallavi.saxena554@email.com,9877276832,Jaipur,Rajasthan,India,2019-09-11,TRUE,GOLD,1782996.13,2019-09-11
1555,Kiran,Menon,kiran.menon555@email.com,9855873760,Raipur,Chhattisgarh,India,2023-05-29,TRUE,BRONZE,117751.1,2023-05-29
1556,Yash,Roy,yash.roy556@email.com,9886893142,Chennai,Tamil Nadu,India,2023-10-13,TRUE,PLATINUM,1679959.45,2023-10-13
1557,Sweta,Gupta,sweta.gupta557@email.com,9882659280,Patna,Bihar,India,2021-04-08,TRUE,BRONZE,213015.23,2021-04-08
1558,Tanu,Gupta,tanu.gupta558@email.com,9829482024,Thiruvananthapuram,Kerala,India,2020-10-09,TRUE,SILVER,759395.24,2020-10-09
1559,Kavya,Rao,kavya.rao559@email.com,9813957187,Mangaluru,Karnataka,India,2022-07-29,TRUE,SILVER,334888.89,2022-07-29
1560,Tushar,Bajaj,tushar.bajaj560@email.com,9846748299,Chennai,Tamil Nadu,India,2021-02-08,FALSE,BRONZE,229922.01,2021-02-08
1561,Yash,Shetty,yash.shetty561@email.com,9840992396,Visakhapatnam,Andhra Pradesh,India,2021-08-09,TRUE,BRONZE,28445.25,2021-08-09
1562,Nupur,Gupta,nupur.gupta562@email.com,9897183615,Indore,Madhya Pradesh,India,2021-01-23,TRUE,SILVER,118635.05,2021-01-23
1563,Manish,Pillai,manish.pillai563@email.com,9812015179,Goa,Goa,India,2022-01-10,TRUE,BRONZE,203045.03,2022-01-10
1564,Shreya,Sethi,shreya.sethi564@email.com,9868959861,Ranchi,Jharkhand,India,2024-06-29,TRUE,GOLD,1777422.09,2024-06-29
1565,Piyush,Srivastava,piyush.srivastava565@email.com,9861052956,Mysuru,Karnataka,India,2022-07-05,TRUE,PLATINUM,2881075.53,2022-07-05
1566,Shubham,Kulkarni,shubham.kulkarni566@email.com,9815168989,Chandigarh,Punjab,India,2020-03-23,TRUE,GOLD,103983.51,2020-03-23
1567,Swati,Kulkarni,swati.kulkarni567@email.com,9815268263,Noida,Uttar Pradesh,India,2023-05-06,TRUE,SILVER,48943.4,2023-05-06
1568,Isha,Tiwari,isha.tiwari568@email.com,9848374806,Coimbatore,Tamil Nadu,India,2020-11-12,TRUE,SILVER,53091.87,2020-11-12
1569,Girish,Bose,girish.bose569@email.com,9822138759,Mysuru,Karnataka,India,2024-08-12,FALSE,GOLD,1876928.07,2024-08-12
1570,Sweta,Gupta,sweta.gupta570@email.com,9813343647,Pune,Maharashtra,India,2024-02-02,TRUE,GOLD,419825.37,2024-02-02
1571,Raj,Singh,raj.singh571@email.com,9832010905,Vadodara,Gujarat,India,2020-05-21,FALSE,GOLD,1275463.39,2020-05-21
1572,Amit,Kulkarni,amit.kulkarni572@email.com,9878674708,Visakhapatnam,Andhra Pradesh,India,2020-10-16,TRUE,SILVER,616925.66,2020-10-16
1573,Vivek,Naik,vivek.naik573@email.com,9831759927,Ranchi,Jharkhand,India,2020-08-15,TRUE,GOLD,850771.75,2020-08-15
1574,Megha,Khanna,megha.khanna574@email.com,9894081078,Pune,Maharashtra,India,2020-04-26,TRUE,PLATINUM,67487.85,2020-04-26
1575,Nikhil,Sharma,nikhil.sharma575@email.com,9882947490,Bhubaneswar,Odisha,India,2019-01-24,TRUE,SILVER,181330.34,2019-01-24
1576,Vikas,Dubey,vikas.dubey576@email.com,9890544341,Mumbai,Maharashtra,India,2021-09-29,TRUE,BRONZE,190447.45,2021-09-29
1577,Gaurav,Reddy,gaurav.reddy577@email.com,9856844649,Delhi,Delhi,India,2020-08-18,TRUE,GOLD,1679268.58,2020-08-18
1578,Pranav,Banerjee,pranav.banerjee578@email.com,9865963010,Pune,Maharashtra,India,2020-10-22,TRUE,SILVER,556295.76,2020-10-22
1579,Saurabh,Naik,saurabh.naik579@email.com,9871114408,Mysuru,Karnataka,India,2023-01-15,TRUE,BRONZE,93291.87,2023-01-15
1580,Bhavna,Agarwal,bhavna.agarwal580@email.com,9883882978,Bengaluru,Karnataka,India,2022-04-14,TRUE,BRONZE,258525.34,2022-04-14
1581,Vivek,Kulkarni,vivek.kulkarni581@email.com,9838058347,Visakhapatnam,Andhra Pradesh,India,2019-08-27,FALSE,GOLD,1265377.63,2019-08-27
1582,Sunita,Chandra,sunita.chandra582@email.com,9848545627,Surat,Gujarat,India,2022-07-20,TRUE,SILVER,502362.88,2022-07-20
1583,Deepak,Shetty,deepak.shetty583@email.com,9894806492,Kochi,Kerala,India,2024-07-10,TRUE,GOLD,480788.85,2024-07-10
1584,Isha,Mehta,,9893947919,Bhubaneswar,Odisha,India,2020-04-28,TRUE,BRONZE,186515.86,2020-04-28
1585,Manya,Mishra,manya.mishra585@email.com,9895564277,Kolkata,West Bengal,India,2019-02-16,TRUE,GOLD,523746.69,2019-02-16
1586,Neha,Kapoor,neha.kapoor586@email.com,9810822924,Hyderabad,Telangana,India,2022-09-27,TRUE,GOLD,1239666.82,2022-09-27
1587,Kiran,Rao,kiran.rao587@email.com,9874304823,Goa,Goa,India,2024-04-27,TRUE,SILVER,390381.46,2024-04-27
1588,Raj,Kamath,raj.kamath588@email.com,9865559839,Goa,Goa,India,2019-08-18,TRUE,BRONZE,218864.43,2019-08-18
1589,Abhishek,Menon,abhishek.menon589@email.com,9854522609,Bhubaneswar,Odisha,India,2022-12-19,FALSE,BRONZE,253018.05,2022-12-19
1590,Kriti,Agarwal,kriti.agarwal590@email.com,9886635858,Visakhapatnam,Andhra Pradesh,India,2023-05-15,TRUE,BRONZE,235791.46,2023-05-15
1591,Megha,Goyal,megha.goyal591@email.com,9846439766,Surat,Gujarat,India,2019-12-22,TRUE,BRONZE,138312.37,2019-12-22
1592,Pranav,Das,pranav.das592@email.com,9860226379,Bhubaneswar,Odisha,India,2019-06-03,TRUE,PLATINUM,2246681.76,2019-06-03
1593,Kiran,Chandra,kiran.chandra593@email.com,9855649583,Goa,Goa,India,2024-06-03,TRUE,SILVER,622671.24,2024-06-03
1594,Sanjay,Arora,sanjay.arora594@email.com,9879276026,Patna,Bihar,India,2020-06-27,TRUE,BRONZE,119338.52,2020-06-27
1595,Girish,Kumar,,9889763928,Ranchi,Jharkhand,India,2019-12-23,TRUE,GOLD,224143.6,2019-12-23
1596,Megha,Verma,megha.verma596@email.com,9838165011,Lucknow,Uttar Pradesh,India,2021-04-01,TRUE,BRONZE,99149.19,2021-04-01
1597,Tushar,Ghosh,tushar.ghosh597@email.com,9846726921,Hyderabad,Telangana,India,2019-03-04,TRUE,SILVER,90876.48,2019-03-04
1598,Sweta,Saxena,sweta.saxena598@email.com,9848019546,Gurgaon,Haryana,India,2021-09-29,TRUE,BRONZE,268211.72,2021-09-29
1599,Sweta,Tiwari,sweta.tiwari599@email.com,9816772091,Hyderabad,Telangana,India,2023-04-21,FALSE,SILVER,151396.56,2023-04-21
1600,Saurabh,Bhatt,saurabh.bhatt600@email.com,9869839130,Visakhapatnam,Andhra Pradesh,India,2022-12-27,TRUE,GOLD,1431539.4,2022-12-27
1601,Shubham,Singh,shubham.singh601@email.com,9872504573,Gurgaon,Haryana,India,2020-06-23,FALSE,GOLD,1403226.83,2020-06-23
1602,Rajesh,Dubey,rajesh.dubey602@email.com,9872464469,Kochi,Kerala,India,2021-08-07,TRUE,BRONZE,269231.75,2021-08-07
1603,Ritika,Chauhan,ritika.chauhan603@email.com,9899279031,Lucknow,Uttar Pradesh,India,2022-08-23,TRUE,BRONZE,145223.64,2022-08-23
1604,Siddharth,Chandra,siddharth.chandra604@email.com,9856790372,Visakhapatnam,Andhra Pradesh,India,2020-06-05,TRUE,SILVER,574275.74,2020-06-05
1605,Preeti,Mukherjee,preeti.mukherjee605@email.com,9850549608,Noida,Uttar Pradesh,India,2024-03-03,TRUE,SILVER,500491.12,2024-03-03
1606,Naveen,Joshi,naveen.joshi606@email.com,9855729880,Kolkata,West Bengal,India,2023-11-01,TRUE,SILVER,631988.15,2023-11-01
1607,Sweta,Jain,sweta.jain607@email.com,9820454809,Mysuru,Karnataka,India,2024-06-16,FALSE,SILVER,267048.69,2024-06-16
1608,Rajesh,Tiwari,rajesh.tiwari608@email.com,9819342578,Visakhapatnam,Andhra Pradesh,India,2020-03-21,TRUE,SILVER,657693.93,2020-03-21
1609,Sakshi,Yadav,sakshi.yadav609@email.com,9839207357,Dehradun,Uttarakhand,India,2020-07-23,TRUE,PLATINUM,3198857.46,2020-07-23
1610,Priya,Sethi,priya.sethi610@email.com,9881303949,Bhopal,Madhya Pradesh,India,2023-05-17,TRUE,SILVER,172472.73,2023-05-17
1611,Abhishek,Kapoor,abhishek.kapoor611@email.com,9850876026,Goa,Goa,India,2023-11-16,TRUE,PLATINUM,4951931.82,2023-11-16
1612,Vishal,Sharma,vishal.sharma612@email.com,9827120235,Ranchi,Jharkhand,India,2022-04-19,FALSE,PLATINUM,4841102.61,2022-04-19
1613,Priya,Goyal,priya.goyal613@email.com,9824723458,Ranchi,Jharkhand,India,2022-03-01,TRUE,BRONZE,212155.46,2022-03-01
1614,Tarun,Roy,tarun.roy614@email.com,9861212793,Surat,Gujarat,India,2021-05-15,TRUE,SILVER,158699.2,2021-05-15
1615,Simran,Chauhan,simran.chauhan615@email.com,9899934747,Chennai,Tamil Nadu,India,2020-07-04,FALSE,SILVER,123756.75,2020-07-04
1616,Aman,Ghosh,aman.ghosh616@email.com,9821363335,Chennai,Tamil Nadu,India,2023-08-31,TRUE,GOLD,1396873.23,2023-08-31
1617,Piyush,Shetty,piyush.shetty617@email.com,9884094900,Dehradun,Uttarakhand,India,2024-01-18,TRUE,BRONZE,130307.7,2024-01-18
1618,Priya,Naik,priya.naik618@email.com,9877340900,Jaipur,Rajasthan,India,2023-08-10,TRUE,SILVER,36434.88,2023-08-10
1619,Meera,Naik,meera.naik619@email.com,9887882357,Kochi,Kerala,India,2019-11-24,TRUE,GOLD,1967486.61,2019-11-24
1620,Tanvi,Dubey,tanvi.dubey620@email.com,9891882291,Bengaluru,Karnataka,India,2021-10-01,TRUE,GOLD,1921613.87,2021-10-01
1621,Vikram,Chatterjee,vikram.chatterjee621@email.com,9851943002,Visakhapatnam,Andhra Pradesh,India,2019-08-05,TRUE,SILVER,18518.89,2019-08-05
1622,Raj,Deshpande,raj.deshpande622@email.com,9854495054,Surat,Gujarat,India,2022-12-16,TRUE,GOLD,592632.72,2022-12-16
1623,Meera,Jain,meera.jain623@email.com,9885659375,Jaipur,Rajasthan,India,2019-09-09,TRUE,SILVER,462559.4,2019-09-09
1624,Isha,Bajaj,isha.bajaj624@email.com,9821074327,Chennai,Tamil Nadu,India,2024-09-01,FALSE,GOLD,519060.93,2024-09-01
1625,Yash,Malhotra,yash.malhotra625@email.com,9824971907,Visakhapatnam,Andhra Pradesh,India,2020-12-16,TRUE,GOLD,1325128.17,2020-12-16
1626,Bhavna,Rao,bhavna.rao626@email.com,9875084661,Pune,Maharashtra,India,2024-11-30,TRUE,BRONZE,29898.43,2024-11-30
1627,Sanjay,Hegde,sanjay.hegde627@email.com,9876565050,Mangaluru,Karnataka,India,2023-08-19,TRUE,BRONZE,134854.58,2023-08-19
1628,Pooja,Das,pooja.das628@email.com,9817291483,Thiruvananthapuram,Kerala,India,2021-12-18,TRUE,BRONZE,54442.12,2021-12-18
1629,Jyoti,Chandra,jyoti.chandra629@email.com,9881473736,Ahmedabad,Gujarat,India,2023-04-05,TRUE,SILVER,217473.87,2023-04-05
1630,Tanu,Pandey,,9870239684,Nagpur,Maharashtra,India,2022-07-17,TRUE,GOLD,101214.88,2022-07-17
1631,Shubham,Roy,shubham.roy631@email.com,9891937985,Goa,Goa,India,2022-01-21,TRUE,BRONZE,33991.65,2022-01-21
1632,Vishal,Srivastava,vishal.srivastava632@email.com,9842453439,Mysuru,Karnataka,India,2021-03-09,TRUE,GOLD,1986565.4,2021-03-09
1633,Abhishek,Menon,,,Bengaluru,Karnataka,India,2019-02-18,TRUE,SILVER,551544.65,2019-02-18
1634,Siddharth,Pillai,siddharth.pillai634@email.com,9814569008,Mumbai,Maharashtra,India,2020-01-12,FALSE,SILVER,716233.9,2020-01-12
1635,Nisha,Hegde,nisha.hegde635@email.com,9826103055,Bengaluru,Karnataka,India,2020-06-16,TRUE,GOLD,1302853.56,2020-06-16
1636,Sneha,Kumar,sneha.kumar636@email.com,9872673716,Patna,Bihar,India,2019-11-07,TRUE,PLATINUM,1418098.63,2019-11-07
1637,Piyush,Jain,piyush.jain637@email.com,9853406567,Jaipur,Rajasthan,India,2020-10-25,TRUE,BRONZE,23404.28,2020-10-25
1638,Simran,Banerjee,simran.banerjee638@email.com,9845522715,Pune,Maharashtra,India,2023-12-10,FALSE,PLATINUM,1043312.12,2023-12-10
1639,Tarun,Rao,tarun.rao639@email.com,9882562419,Mangaluru,Karnataka,India,2023-11-02,TRUE,SILVER,730961.29,2023-11-02
1640,Ritika,Iyer,ritika.iyer640@email.com,9843634472,Mangaluru,Karnataka,India,2024-01-01,FALSE,SILVER,525763.61,2024-01-01
1641,Priya,Patel,priya.patel641@email.com,9854269149,Raipur,Chhattisgarh,India,2023-05-22,TRUE,SILVER,752529.75,2023-05-22
1642,Aman,Chandra,aman.chandra642@email.com,9819408620,Noida,Uttar Pradesh,India,2021-07-14,FALSE,PLATINUM,4098984.46,2021-07-14
1643,Nupur,Kumar,nupur.kumar643@email.com,9858173202,Lucknow,Uttar Pradesh,India,2022-05-25,TRUE,SILVER,767470.87,2022-05-25
1644,Sunita,Chauhan,sunita.chauhan644@email.com,9820798726,Dehradun,Uttarakhand,India,2024-02-26,TRUE,BRONZE,64920.54,2024-02-26
1645,Naveen,Patel,naveen.patel645@email.com,9850113698,Vadodara,Gujarat,India,2023-05-17,TRUE,SILVER,293816.29,2023-05-17
1646,Amit,Roy,amit.roy646@email.com,9814791343,Kolkata,West Bengal,India,2019-04-14,TRUE,SILVER,396493.71,2019-04-14
1647,Neha,Kamath,neha.kamath647@email.com,9870305001,Mumbai,Maharashtra,India,2019-06-01,TRUE,BRONZE,217698.54,2019-06-01
1648,Jyoti,Kumar,jyoti.kumar648@email.com,9880211929,Coimbatore,Tamil Nadu,India,2020-09-02,TRUE,BRONZE,26249.87,2020-09-02
1649,Sanjay,Yadav,sanjay.yadav649@email.com,9892996496,Delhi,Delhi,India,2021-09-21,TRUE,BRONZE,55813.46,2021-09-21
1650,Divya,Kapoor,divya.kapoor650@email.com,9892037350,Pune,Maharashtra,India,2019-09-19,TRUE,BRONZE,151657.33,2019-09-19
1651,Yash,Pillai,yash.pillai651@email.com,9855277425,Bhubaneswar,Odisha,India,2023-07-05,TRUE,PLATINUM,2901036.7,2023-07-05
1652,Rohini,Mukherjee,rohini.mukherjee652@email.com,9816118522,Gurgaon,Haryana,India,2020-12-11,TRUE,BRONZE,46664.86,2020-12-11
1653,Manya,Joshi,manya.joshi653@email.com,9868876111,Ahmedabad,Gujarat,India,2019-06-16,TRUE,GOLD,1271745.33,2019-06-16
1654,Dhruv,Arora,dhruv.arora654@email.com,9820834405,Mumbai,Maharashtra,India,2019-01-30,TRUE,BRONZE,197267.96,2019-01-30
1655,Kunal,Mishra,kunal.mishra655@email.com,9873889312,Vadodara,Gujarat,India,2020-06-03,TRUE,SILVER,423238.62,2020-06-03
1656,Akash,Bhat,akash.bhat656@email.com,9815049433,Visakhapatnam,Andhra Pradesh,India,2021-01-07,TRUE,SILVER,79536.74,2021-01-07
1657,Pranav,Saxena,pranav.saxena657@email.com,9835756766,Hyderabad,Telangana,India,2024-12-11,TRUE,SILVER,691557.54,2024-12-11
1658,Sweta,Deshpande,sweta.deshpande658@email.com,9898493393,Kolkata,West Bengal,India,2022-02-06,FALSE,BRONZE,49019.14,2022-02-06
1659,Vikas,Yadav,vikas.yadav659@email.com,9815786878,Delhi,Delhi,India,2023-01-31,TRUE,SILVER,274092.76,2023-01-31
1660,Raj,Patel,raj.patel660@email.com,9882123324,Pune,Maharashtra,India,2020-10-09,TRUE,SILVER,101691.42,2020-10-09
1661,Harsh,Khanna,harsh.khanna661@email.com,9866246123,Kolkata,West Bengal,India,2022-08-27,TRUE,BRONZE,72195.71,2022-08-27
1662,Harsh,Bajaj,harsh.bajaj662@email.com,9839616854,Bengaluru,Karnataka,India,2024-04-13,TRUE,BRONZE,133580.19,2024-04-13
1663,Nisha,Shetty,nisha.shetty663@email.com,9828307917,Coimbatore,Tamil Nadu,India,2021-03-06,TRUE,PLATINUM,1050943.91,2021-03-06
1664,Deepak,Patel,deepak.patel664@email.com,9828320921,Hyderabad,Telangana,India,2024-03-21,TRUE,BRONZE,106354.92,2024-03-21
1665,Isha,Hegde,isha.hegde665@email.com,9892077910,Raipur,Chhattisgarh,India,2020-11-27,TRUE,SILVER,191464.81,2020-11-27
1666,Akash,Kulkarni,akash.kulkarni666@email.com,9889400640,Kochi,Kerala,India,2024-03-10,TRUE,GOLD,1477634.14,2024-03-10
1667,Swati,Bhat,swati.bhat667@email.com,9889426243,Chennai,Tamil Nadu,India,2019-01-21,TRUE,BRONZE,297425.68,2019-01-21
1668,Mohit,Patel,mohit.patel668@email.com,9823153230,Coimbatore,Tamil Nadu,India,2024-07-21,TRUE,SILVER,19814.16,2024-07-21
1669,Akash,Das,akash.das669@email.com,9896924795,Bengaluru,Karnataka,India,2019-03-07,TRUE,BRONZE,212474.82,2019-03-07
1670,Fatima,Bajaj,fatima.bajaj670@email.com,9872244899,Mangaluru,Karnataka,India,2020-07-21,TRUE,SILVER,633988.38,2020-07-21
1671,Bhavna,Roy,bhavna.roy671@email.com,9894195455,Bengaluru,Karnataka,India,2023-04-26,TRUE,BRONZE,14650.68,2023-04-26
1672,Piyush,Sethi,piyush.sethi672@email.com,9882804407,Gurgaon,Haryana,India,2021-04-28,TRUE,BRONZE,264849.94,2021-04-28
1673,Suresh,Deshpande,suresh.deshpande673@email.com,9816920612,Hyderabad,Telangana,India,2023-04-18,TRUE,SILVER,298801.2,2023-04-18
1674,Ravi,Sen,ravi.sen674@email.com,9837476059,Chennai,Tamil Nadu,India,2022-10-03,TRUE,BRONZE,146155.57,2022-10-03
1675,Vishal,Jain,vishal.jain675@email.com,9840257672,Lucknow,Uttar Pradesh,India,2022-12-15,TRUE,SILVER,344114.01,2022-12-15
1676,Divya,Nair,divya.nair676@email.com,9877303492,Chandigarh,Punjab,India,2020-05-17,TRUE,SILVER,662049.42,2020-05-17
1677,Isha,Tiwari,isha.tiwari677@email.com,9818808386,Kolkata,West Bengal,India,2024-02-19,FALSE,SILVER,151261.34,2024-02-19
1678,Vikram,Iyer,vikram.iyer678@email.com,9829858055,Kochi,Kerala,India,2020-09-08,TRUE,SILVER,505548.2,2020-09-08
1679,Isha,Mishra,isha.mishra679@email.com,9827720413,Kochi,Kerala,India,2022-11-21,TRUE,GOLD,62534.95,2022-11-21
1680,Manish,Nair,,9879742280,Thiruvananthapuram,Kerala,India,2022-10-07,TRUE,BRONZE,195585.11,2022-10-07
1681,Sakshi,Yadav,sakshi.yadav681@email.com,9883614224,Coimbatore,Tamil Nadu,India,2024-02-19,TRUE,BRONZE,237857.74,2024-02-19
1682,Pooja,Venkat,pooja.venkat682@email.com,9848674340,Mangaluru,Karnataka,India,2019-07-13,TRUE,BRONZE,287083.09,2019-07-13
1683,Meenakshi,Joshi,meenakshi.joshi683@email.com,9833536332,Dehradun,Uttarakhand,India,2020-09-20,TRUE,BRONZE,298163.05,2020-09-20
1684,Fatima,Gupta,fatima.gupta684@email.com,9837535486,Noida,Uttar Pradesh,India,2019-05-23,TRUE,PLATINUM,782323.86,2019-05-23
1685,Sonal,Kamath,sonal.kamath685@email.com,9826306114,Goa,Goa,India,2019-04-13,TRUE,SILVER,124853.27,2019-04-13
1686,Raj,Mukherjee,raj.mukherjee686@email.com,9883302419,Chandigarh,Punjab,India,2022-09-18,TRUE,BRONZE,269313.35,2022-09-18
1687,Fatima,Ghosh,fatima.ghosh687@email.com,9869338400,Lucknow,Uttar Pradesh,India,2020-04-05,TRUE,PLATINUM,740145.3,2020-04-05
1688,Naveen,Kumar,naveen.kumar688@email.com,9839576862,Coimbatore,Tamil Nadu,India,2023-01-03,FALSE,BRONZE,194187.23,2023-01-03
1689,Vishal,Kulkarni,vishal.kulkarni689@email.com,9847302753,Kolkata,West Bengal,India,2019-04-03,FALSE,GOLD,1360585.51,2019-04-03
1690,Sunita,Deshpande,sunita.deshpande690@email.com,9890956358,Visakhapatnam,Andhra Pradesh,India,2024-09-26,TRUE,PLATINUM,1837271.1,2024-09-26
1691,Sanjay,Goyal,sanjay.goyal691@email.com,9860040550,Mumbai,Maharashtra,India,2022-03-11,TRUE,BRONZE,136444.93,2022-03-11
1692,Disha,Singh,disha.singh692@email.com,9865782199,Bhubaneswar,Odisha,India,2023-12-18,TRUE,GOLD,1941314.13,2023-12-18
1693,Piyush,Khanna,piyush.khanna693@email.com,9888809974,Visakhapatnam,Andhra Pradesh,India,2019-12-19,TRUE,BRONZE,296572.82,2019-12-19
1694,Tanu,Banerjee,tanu.banerjee694@email.com,9860435319,Bengaluru,Karnataka,India,2019-01-28,TRUE,PLATINUM,2101844.37,2019-01-28
1695,Disha,Dubey,disha.dubey695@email.com,9828378036,Kolkata,West Bengal,India,2021-01-31,TRUE,BRONZE,149722.76,2021-01-31
1696,Pranav,Bhatt,pranav.bhatt696@email.com,9872203452,Ahmedabad,Gujarat,India,2019-04-20,TRUE,BRONZE,93549.98,2019-04-20
1697,Vikas,Kumar,vikas.kumar697@email.com,9865989834,Pune,Maharashtra,India,2024-07-07,TRUE,SILVER,32469.64,2024-07-07
1698,Tanvi,Yadav,tanvi.yadav698@email.com,9858554539,Gurgaon,Haryana,India,2024-05-22,TRUE,GOLD,1263432.17,2024-05-22
1699,Vikas,Jain,vikas.jain699@email.com,9887210585,Mumbai,Maharashtra,India,2021-11-29,TRUE,BRONZE,99305.93,2021-11-29
1700,Rohini,Saxena,rohini.saxena700@email.com,9866306216,Thiruvananthapuram,Kerala,India,2022-12-29,FALSE,BRONZE,193489.22,2022-12-29
1701,Vikram,Deshpande,vikram.deshpande701@email.com,9822684736,Visakhapatnam,Andhra Pradesh,India,2020-11-15,TRUE,GOLD,1657107.55,2020-11-15
1702,Pranav,Malhotra,pranav.malhotra702@email.com,9822862542,Noida,Uttar Pradesh,India,2022-12-11,TRUE,BRONZE,157860.37,2022-12-11
1703,Bhavna,Arora,bhavna.arora703@email.com,9831881401,Hyderabad,Telangana,India,2021-06-11,TRUE,BRONZE,60582.95,2021-06-11
1704,Disha,Shetty,disha.shetty704@email.com,9881416669,Vadodara,Gujarat,India,2020-04-11,TRUE,PLATINUM,626999.97,2020-04-11
1705,Deepak,Verma,deepak.verma705@email.com,9858663129,Chennai,Tamil Nadu,India,2023-12-16,TRUE,SILVER,613235.74,2023-12-16
1706,Kriti,Rao,kriti.rao706@email.com,9825917805,Ahmedabad,Gujarat,India,2020-06-11,TRUE,BRONZE,71839.46,2020-06-11
1707,Deepak,Das,deepak.das707@email.com,9824995099,Bengaluru,Karnataka,India,2019-03-19,TRUE,GOLD,104183.54,2019-03-19
1708,Preeti,Patel,preeti.patel708@email.com,9817954445,Kochi,Kerala,India,2020-05-02,TRUE,BRONZE,93985.51,2020-05-02
1709,Rahul,Sethi,rahul.sethi709@email.com,9890771151,Kolkata,West Bengal,India,2021-03-30,TRUE,SILVER,81715.66,2021-03-30
1710,Tanvi,Bhatt,tanvi.bhatt710@email.com,9877194013,Mangaluru,Karnataka,India,2021-09-17,TRUE,BRONZE,246778.02,2021-09-17
1711,Rahul,Kulkarni,rahul.kulkarni711@email.com,9847830178,Pune,Maharashtra,India,2019-01-18,TRUE,BRONZE,68134.54,2019-01-18
1712,Mohit,Goyal,mohit.goyal712@email.com,9834847161,Coimbatore,Tamil Nadu,India,2020-03-15,TRUE,SILVER,309895.89,2020-03-15
1713,Nisha,Deshpande,nisha.deshpande713@email.com,9852181984,Hyderabad,Telangana,India,2024-03-23,FALSE,BRONZE,229870.74,2024-03-23
1714,Kunal,Menon,kunal.menon714@email.com,9876265010,Hyderabad,Telangana,India,2023-04-26,TRUE,SILVER,256485.46,2023-04-26
1715,Tushar,Pillai,tushar.pillai715@email.com,9867440042,Kolkata,West Bengal,India,2019-10-13,TRUE,GOLD,1879382.36,2019-10-13
1716,Bhavna,Rao,,9824115931,Nagpur,Maharashtra,India,2023-11-30,TRUE,GOLD,256051.33,2023-11-30
1717,Tarun,Srivastava,tarun.srivastava717@email.com,9832645646,Bengaluru,Karnataka,India,2023-01-29,TRUE,BRONZE,180513.44,2023-01-29
1718,Jyoti,Kumar,jyoti.kumar718@email.com,9876989425,Jaipur,Rajasthan,India,2022-01-23,TRUE,GOLD,1887585.62,2022-01-23
1719,Pallavi,Chandra,pallavi.chandra719@email.com,9875032899,Chandigarh,Punjab,India,2022-02-16,TRUE,SILVER,106530.15,2022-02-16
1720,Aman,Yadav,aman.yadav720@email.com,9813989423,Hyderabad,Telangana,India,2019-08-05,TRUE,SILVER,31131.62,2019-08-05
1721,Ravi,Agarwal,ravi.agarwal721@email.com,9850634767,Visakhapatnam,Andhra Pradesh,India,2020-01-30,TRUE,GOLD,1049498.85,2020-01-30
1722,Aarti,Dubey,aarti.dubey722@email.com,9875800289,Chandigarh,Punjab,India,2021-12-07,TRUE,GOLD,1090247.39,2021-12-07
1723,Ananya,Sethi,ananya.sethi723@email.com,9825989909,Nagpur,Maharashtra,India,2024-01-18,TRUE,SILVER,373128.43,2024-01-18
1724,Meera,Rao,meera.rao724@email.com,9850673953,Raipur,Chhattisgarh,India,2020-11-03,TRUE,BRONZE,216138.34,2020-11-03
1725,Aman,Sethi,aman.sethi725@email.com,9898594248,Noida,Uttar Pradesh,India,2024-04-08,TRUE,GOLD,1023236.4,2024-04-08
1726,Tarun,Venkat,tarun.venkat726@email.com,9892804241,Patna,Bihar,India,2022-12-15,TRUE,BRONZE,23120.07,2022-12-15
1727,Monali,Patel,monali.patel727@email.com,9888378721,Mumbai,Maharashtra,India,2022-10-29,TRUE,SILVER,793636.96,2022-10-29
1728,Akash,Saxena,akash.saxena728@email.com,9841490443,Thiruvananthapuram,Kerala,India,2022-07-02,TRUE,PLATINUM,374226.17,2022-07-02
1729,Megha,Kumar,megha.kumar729@email.com,,Lucknow,Uttar Pradesh,India,2019-06-03,TRUE,GOLD,1144737.82,2019-06-03
1730,Manya,Malhotra,,9812984525,Lucknow,Uttar Pradesh,India,2023-03-28,TRUE,BRONZE,33829.07,2023-03-28
1731,Aman,Iyer,aman.iyer731@email.com,9876670159,Chandigarh,Punjab,India,2022-10-22,TRUE,BRONZE,290981.19,2022-10-22
1732,Shreya,Yadav,shreya.yadav732@email.com,9820109437,Dehradun,Uttarakhand,India,2021-05-26,TRUE,BRONZE,298887.17,2021-05-26
1733,Jyoti,Pillai,jyoti.pillai733@email.com,9887603784,Hyderabad,Telangana,India,2022-10-11,TRUE,SILVER,429540.29,2022-10-11
1734,Piyush,Das,piyush.das734@email.com,9850513220,Chandigarh,Punjab,India,2022-05-13,TRUE,SILVER,168060.82,2022-05-13
